symbol, companyName, marketCap, sector, industry, beta, price, lastAnnualDividend, volume, exchange, exchangeShortName, country, isEtf, isFund, isActivelyTrading
"ECL","Ecolab Inc.","69581986200","Basic Materials","Chemicals - Specialty","1.119","243.66","2.28","928607","New York Stock Exchange","NYSE","US","false","false","true",
"VVIAX","Vanguard Value Index Fd Admiral Shs","69230165705","","","0.79","64.24","0.75","0","NASDAQ","NASDAQ","null","false","true","true",
"APO","Apollo Global Management, Inc.","69225026640","Financial Services","Asset Management - Global","1.587","121.66","1.85","2508741","New York Stock Exchange","NYSE","US","false","false","true",
"ABB","ABB Ltd","69020585106","Industrials","Electrical Equipment & Parts","1.020889","37.13","0.92","6388230","New York Stock Exchange","NYSE","CH","false","false","false",
"SLB","Schlumberger Limited","68937068200","Energy","Oil & Gas Equipment & Services","1.567","48.23","1.1","9546847","New York Stock Exchange","NYSE","US","false","false","true",
"TDG","TransDigm Group Incorporated","68740540570","Industrials","Aerospace & Defense","1.382","1228.42","35","203304","New York Stock Exchange","NYSE","US","false","false","true",
"SU.TO","Suncor Energy Inc.","68357212000","Energy","Oil & Gas Integrated","1.509","53.2","2.18","2148293","Toronto Stock Exchange","TSX","CA","false","false","true",
"TGT","Target Corporation","67679166730","Consumer Defensive","Discount Stores","1.188","146.29","4.48","2988725","New York Stock Exchange","NYSE","US","false","false","true",
"RMFGX","American Funds American Mutual Fund Class R-6","67429749622","Financial Services","Asset Management","0.7","55.57","1.255","0","NASDAQ","NASDAQ","null","false","true","true",
"AMRFX","American Funds American Mutual Fund","67369079677","Financial Services","Asset Management","0.7","55.52","1.198","0","NASDAQ","NASDAQ","null","false","true","true",
"BDX","Becton, Dickinson and Company","67274816680","Healthcare","Medical - Instruments & Supplies","0.444","232.78","3.8","2057531","New York Stock Exchange","NYSE","US","false","false","true",
"AMFFX","American Funds American Mutual Fund Class F-1","67017187318","Financial Services","Asset Management","0.7","55.23","1.062","0","NASDAQ","NASDAQ","null","false","true","true",
"VHYAX","Vanguard High Dividend Yield Index Fund Admiral Shares","66920791394","Financial Services","Asset Management","0.76","36.79","1.068","0","NASDAQ","NASDAQ","null","false","true","true",
"MAR","Marriott International, Inc.","66764142500","Consumer Cyclical","Travel Lodging","1.601","233.75","2.52","1360907","NASDAQ Global Select","NASDAQ","US","false","false","true",
"FBGRX","Fidelity Blue Chip Growth Fund","66430316106","Financial Services","Asset Management","1.26","207.9","0","0","NASDAQ","NASDAQ","US","false","true","true",
"FIWGX","Strategic Advisers Fidelity Core Inc","66179857946","","","1.01","9.07","0.30900000000000005","0","Nasdaq","NASDAQ","US","false","true","true",
"SWPPX","Schwab S&P 500 Index Fund- Select Shares","66139673157","Financial Services","Asset Management","1","83.37","1.046","0","NASDAQ","NASDAQ","null","false","true","true",
"CSX","CSX Corporation","65685648000","Industrials","Railroads","1.197","33.6","0.48","13633295","NASDAQ Global Select","NASDAQ","US","false","false","true",
"AMOV","América Móvil, S.A.B. de C.V.","65611497344","Communication Services","Telecommunications Services","0.278879","20.75","0.64","1089","New York Stock Exchange","NYSE","MX","false","false","false",
"EMR","Emerson Electric Co.","65556939000","Industrials","Industrial - Machinery","1.316","114.59","2.1","2126933","New York Stock Exchange","NYSE","US","false","false","true",
"CM.TO","Canadian Imperial Bank of Commerce","65505590630","Financial Services","Banks - Diversified","1.105","69.89","3.6","2687737","Toronto Stock Exchange","TSX","CA","false","false","true",
"AMPCX","American Funds AMCAP Fund Class C","65338316851","Financial Services","Asset Management","1.05","33.49","0","0","NASDAQ","NASDAQ","null","false","true","true",
"FDGRX","Fidelity Growth Company Fund Retail Class","65034375607","Financial Services","Asset Management","1.21","38.54","0","0","NASDAQ","NASDAQ","US","false","true","true",
"AON","Aon plc","65000997450","Financial Services","Insurance - Brokers","0.907","298.95","2.7","2847356","New York Stock Exchange","NYSE","IE","false","false","true",
"WELL","Welltower Inc.","64867906840","Real Estate","REIT - Healthcare Facilities","1.177","108.49","2.44","2572313","New York Stock Exchange","NYSE","US","false","false","true",
"ORLY","O'Reilly Automotive, Inc.","64365950831","Consumer Cyclical","Specialty Retail","0.924","1092.91","0","874910","NASDAQ Global Select","NASDAQ","US","false","false","true",
"MSI","Motorola Solutions, Inc.","64321406550","Technology","Communication Equipment","0.95","385.65","3.92","807701","New York Stock Exchange","NYSE","US","false","false","true",
"EPD","Enterprise Products Partners L.P.","64191313600","Energy","Oil & Gas Midstream","1.014","29.56","2.1","3413080","New York Stock Exchange","NYSE","US","false","false","true",
"SPOT","Spotify Technology S.A.","64186310526","Communication Services","Internet Content & Information","1.594","328.95","0","2714557","New York Stock Exchange","NYSE","LU","false","false","true",
"MFC.TO","Manulife Financial Corporation","64107204000","Financial Services","Insurance - Life","1.08","35.7","1.6","4192628","Toronto Stock Exchange","TSX","CA","false","false","true",
"FCX","Freeport-McMoRan Inc.","63966899700","Basic Materials","Copper","1.924","44.53","0.6","15537926","New York Stock Exchange","NYSE","US","false","false","true",
"SLB.PA","Schlumberger Limited","63962965000","Energy","Oil & Gas Equipment & Services","1.567","44.75","1.01","5248","Paris","EURONEXT","US","false","false","true",
"BMO","Bank of Montreal","63099119120","Financial Services","Banks - Diversified","1.177","86.98","4.54","431033","New York Stock Exchange","NYSE","CA","false","false","true",
"NXPI","NXP Semiconductors N.V.","63048964830","Technology","Semiconductors","1.501","247.51","4.06","4236619","NASDAQ Global Select","NASDAQ","NL","false","false","true",
"PXD","Pioneer Natural Resources Company","63003455657","Energy","Oil & Gas Exploration & Production","1.329","269.62","10.94","4426409","New York Stock Exchange","NYSE","US","false","false","false",
"VMCIX","Vanguard Mid-Cap Index Fund Institutional Shares","62715468696","Financial Services","Asset Management","1.04","67.33","0.537","0","NASDAQ","NASDAQ","US","false","true","true",
"BBVA","Banco Bilbao Vizcaya Argentaria, S.A.","62689061000","Financial Services","Banks - Diversified","1.492","10.9","0.76","1110445","New York Stock Exchange","NYSE","ES","false","false","true",
"WCN.TO","Waste Connections, Inc.","62632017540","Industrials","Waste Management","0.714","242.74","1.56","446885","Toronto Stock Exchange","TSX","CA","false","false","true",
"CRWD","CrowdStrike Holdings, Inc.","61850111485","Technology","Software - Infrastructure","1.095","254.15","0","10459649","NASDAQ Global Select","NASDAQ","US","false","false","true",
"VMW","VMware, Inc.","61521441480","Technology","Software - Infrastructure","0.825","142.48","0","1787198","New York Stock Exchange","NYSE","US","false","false","false",
"NGG","National Grid plc","61219324600","Utilities","Regulated Electric","0.235","62.65","3.68","501887","New York Stock Exchange","NYSE","GB","false","false","true",
"VWNAX","Vanguard Windsor II Fund Admiral Shares","60639614623","Financial Services","Asset Management","0.92","83.67","0.708","0","NASDAQ","NASDAQ","null","false","true","true",
"VWNFX","Vanguard Windsor II Fund","60634693293","Financial Services","Asset Management","0.92","47.17","0","0","NASDAQ","NASDAQ","null","false","true","true",
"MPC","Marathon Petroleum Corporation","60424595000","Energy","Oil & Gas Refining & Marketing","1.394","171.5","3.3","2182849","New York Stock Exchange","NYSE","US","false","false","true",
"PSX","Phillips 66","60417399520","Energy","Oil & Gas Refining & Marketing","1.329","142.51","4.6","1681726","New York Stock Exchange","NYSE","US","false","false","true",
"WDAY","Workday, Inc.","60176201135","Technology","Software - Application","1.354","227.08","0","2263189","NASDAQ Global Select","NASDAQ","US","false","false","true",
"ING","ING Groep N.V.","60139577818","Financial Services","Banks - Diversified","1.605","18.35","1.2","1435384","New York Stock Exchange","NYSE","NL","false","false","true",
"CNWAX","American Funds New World 529A","59961120835","","","0.94","77.64","0.912","0","Nasdaq","NASDAQ","null","false","true","true",
"NEWFX","American Funds New World Fund Class A","59957913246","Financial Services","Asset Management","0.94","78.47","0.928","0","NASDAQ","NASDAQ","null","false","true","true",
"NFFFX","American Funds New World F2","59957060565","Financial Services","Asset Management","0.94","78.31","1.165","0","Nasdaq","NASDAQ","null","false","true","true",
"NWFFX","American Funds New World Fund Cl F-1Shs","59954967704","Financial Services","Asset Management","0.95","77.92","0.937","0","NASDAQ","NASDAQ","null","false","true","true",
"AJG","Arthur J. Gallagher & Co.","59862445000","Financial Services","Insurance - Brokers","0.727","273.97","2.4","1152309","New York Stock Exchange","NYSE","US","false","false","true",
"PYPL","PayPal Holdings, Inc.","59854981000","Financial Services","Financial - Credit Services","1.425","57.22","0","12423678","NASDAQ Global Select","NASDAQ","US","false","false","true",
"RSG","Republic Services, Inc.","59629224880","Industrials","Waste Management","0.7","189.34","2.14","2370221","New York Stock Exchange","NYSE","US","false","false","true",
"DG.PA","Vinci SA","59565773993","Industrials","Engineering & Construction","0.959","104.45","4.5","991083","Paris","EURONEXT","FR","false","false","true",
"TRP.TO","TC Energy Corporation","59531176200","Energy","Oil & Gas Midstream","0.775","57.38","3.84","5147039","Toronto Stock Exchange","TSX","CA","false","false","true",
"NU","Nu Holdings Ltd.","59142064671","Financial Services","Banks - Diversified","1.143","12.37","0","27713856","New York Stock Exchange","NYSE","BR","false","false","true",
"ITUB","Itaú Unibanco Holding S.A.","59106772191","Financial Services","Banks - Regional","0.573","6.03","0.18","13872952","New York Stock Exchange","NYSE","BR","false","false","true",
"TFC","Truist Financial Corporation","59036972000","Financial Services","Banks - Regional","1.054","44.12","2.08","9063420","New York Stock Exchange","NYSE","US","false","false","true",
"CARR","Carrier Global Corporation","58412672790","Industrials","Construction","1.19","64.83","0.76","7589153","New York Stock Exchange","NYSE","US","false","false","true",
"SANTA.BR","Banco Santander, S.A.","57971445627","Financial Services","Banks - Diversified","1.334084","3.582","0.16","4727","Brussels","EURONEXT","ES","false","false","false",
"ROP","Roper Technologies, Inc.","57899570050","Industrials","Industrial - Machinery","1.015","540.89","3","1068276","NASDAQ Global Select","NASDAQ","US","false","false","true",
"MEIKX","MFS Value Fund Class R6","57882488036","Financial Services","Asset Management","0.81","51.29","0.477","0","NASDAQ","NASDAQ","US","false","true","true",
"MEIIX","MFS Value Fund Class I","57869272821","Financial Services","Asset Management","0.8","51.68","0.68536","0","NASDAQ","NASDAQ","null","false","true","true",
"VBIRX","Vanguard Short-Term Bond Index Fund Admiral Shares","57856206287","Financial Services","Asset Management - Bonds","0.4","10.11","0.24599999999999997","0","NASDAQ","NASDAQ","null","false","true","true",
"MEIAX","MFS Series Trust I - MFS Value Fund Class A","57622925286","Financial Services","Asset Management","0.8","51.31","0.58687","0","NASDAQ","NASDAQ","US","false","true","true",
"NTES","NetEase, Inc.","57563516768","Technology","Electronic Gaming & Multimedia","0.532","95.45","2.59","1607319","NASDAQ Global Select","NASDAQ","CN","false","false","true",
"APD","Air Products and Chemicals, Inc.","57497223840","Basic Materials","Chemicals - Specialty","0.822","258.64","7.08","1754844","New York Stock Exchange","NYSE","US","false","false","true",
"MMM","3M Company","57211993790","Industrials","Conglomerates","1.001","103.39","2.8","4470163","New York Stock Exchange","NYSE","US","false","false","true",
"COIN","Coinbase Global, Inc.","56924770011","Technology","Software - Application","3.404","231.52","0","8412271","NASDAQ Global Select","NASDAQ","US","false","false","true",
"FXNAX","Fidelity U.S. Bond Index Fund","56766312288","Financial Services","Asset Management - Bonds","1","10.28","0.274","0","NASDAQ","NASDAQ","US","false","true","true",
"PLTR","Palantir Technologies Inc.","56730954200","Technology","Software - Infrastructure","2.705","26.63","0","45064047","New York Stock Exchange","NYSE","US","false","false","true",
"COF","Capital One Financial Corporation","56558828980","Financial Services","Financial - Credit Services","1.458","148.09","2.4","2665913","New York Stock Exchange","NYSE","US","false","false","true",
"INGA.AS","ING Groep N.V.","56441752440","Financial Services","Banks - Diversified","1.605","16.942","1.11","6668860","Amsterdam","EURONEXT","NL","false","false","true",
"DHI","D.R. Horton, Inc.","56307108000","Consumer Cyclical","Residential Construction","1.711","172.7","1.2","2833361","New York Stock Exchange","NYSE","US","false","false","true",
"BNS","The Bank of Nova Scotia","56006913500","Financial Services","Banks - Diversified","0.971","45.55","3.11","1867940","New York Stock Exchange","NYSE","CA","false","false","true",
"VEIPX","Vanguard Equity Income Fund","55966742142","Financial Services","Asset Management - Income","0.75","43.63","0.885","0","NASDAQ","NASDAQ","US","false","true","true",
"VEIRX","Vanguard Equity-Income Fund Admiral Shares","55966728033","Financial Services","Asset Management - Income","0.75","91.42","1.9099999999999997","0","NASDAQ","NASDAQ","US","false","true","true",
"VBIAX","Vanguard Balanced Index Fund Admiral Shares","55548514286","Financial Services","Asset Management","1.02","47.47","0.63936","0","NASDAQ","NASDAQ","US","false","true","true",
"VBAIX","Vanguard Balanced Index Fund Institutional Shares","55548514275","Financial Services","Asset Management","1.02","47.48","0.64223","0","NASDAQ","NASDAQ","US","false","true","true",
"VBINX","Vanguard Balanced Index Fund","55478392029","Financial Services","Asset Management","1.02","47.47","0.45299999999999996","0","NASDAQ","NASDAQ","US","false","true","true",
"VTTWX","Vanguard Institutional Target Retirement 2030 Fund Institutional Shares","55447125990","Financial Services","Asset Management","1.09","28.83","0","0","NASDAQ","NASDAQ","US","false","true","false",
"MRVL","Marvell Technology, Inc.","55389744000","Technology","Semiconductors","1.46","63.99","0.24","13622927","NASDAQ Global Select","NASDAQ","US","false","false","true",
"CRH","CRH plc","54437108076","Basic Materials","Construction Materials","1.375","79.56","2.03","4876810","New York Stock Exchange","NYSE","IE","false","false","true",
"ET","Energy Transfer LP","54380843300","Energy","Oil & Gas Midstream","1.651","16.13","1.27","35897023","New York Stock Exchange","NYSE","US","false","false","true",
"VFSUX","Vanguard Short-Term Investment-Grade Fund Admiral Shares","54276055039","Financial Services","Asset Management - Leveraged","0.46","10.26","0.31300000000000006","0","NASDAQ","NASDAQ","US","false","true","true",
"VFSTX","Vanguard Short-Term Investment Grade Fund Investor Shrs","54276055039","Financial Services","Asset Management - Leveraged","0.46","10.26","0.30300000000000005","0","NASDAQ","NASDAQ","US","false","true","true",
"STLAP.PA","Stellantis N.V.","54139072892","Consumer Cyclical","Auto - Manufacturers","1.377","16.688","1.55","12475868","Paris","EURONEXT","NL","false","false","true",
"MFG","Mizuho Financial Group, Inc.","54111792663","Financial Services","Banks - Regional","0.454","4.27","0.14","1139023","New York Stock Exchange","NYSE","JP","false","false","true",
"CEG","Constellation Energy Corporation","53725477190","Utilities","Renewable Utilities","0.741","170.43","1.41","5460589","NASDAQ Global Select","NASDAQ","US","false","false","true",
"OXY","Occidental Petroleum Corporation","53668137610","Energy","Oil & Gas Exploration & Production","1.636","60.53","0.88","5706973","New York Stock Exchange","NYSE","US","false","false","true",
"STLA","Stellantis N.V.","53590835191","Consumer Cyclical","Auto - Manufacturers","1.377","18.09","1.66","15869897","New York Stock Exchange","NYSE","NL","false","false","true",
"MET","MetLife, Inc.","53561784360","Financial Services","Insurance - Life","1.047","75.32","2.18","3792150","New York Stock Exchange","NYSE","US","false","false","true",
"AFL","Aflac Incorporated","53481054640","Financial Services","Insurance - Life","0.947","94.12","2","1264314","New York Stock Exchange","NYSE","US","false","false","true",
"HLT","Hilton Worldwide Holdings Inc.","53304806280","Consumer Cyclical","Travel Lodging","1.314","213.18","0.6","1876057","New York Stock Exchange","NYSE","US","false","false","true",
"CEO","CNOOC Limited","53212528549","Energy","Oil & Gas Exploration & Production","0","121.76","93.57789200000002","96500","New York Stock Exchange","NYSE","HK","false","false","false",
"AMX","América Móvil, S.A.B. de C.V.","53168175000","Communication Services","Telecommunications Services","0.275","17.1","0.53","2615790","New York Stock Exchange","NYSE","MX","false","false","true",
"FESGX","First Eagle Global Fund Class C","52726792158","Financial Services","Asset Management - Global","1.01","65.71","0.31","0","NASDAQ","NASDAQ","US","false","true","true",
"NEM","Newmont Corporation","52698498000","Basic Materials","Gold","0.488","45.7","1","11070433","New York Stock Exchange","NYSE","US","false","false","true",
"FEGRX","First Eagle Global Fund Class R6","52688891961","Financial Services","Asset Management - Global","1.01","69.51","1.011","0","NASDAQ","NASDAQ","null","false","true","true",
"SGENX","First Eagle Global Fund","52688612037","Financial Services","Asset Management - Global","1.01","69","0.814","0","NASDAQ","NASDAQ","US","false","true","true",
"IMO.TO","Imperial Oil Limited","52260182610","Energy","Oil & Gas Integrated","1.826","97.53","2.4","436487","Toronto Stock Exchange","TSX","CA","false","false","true",
"ADSK","Autodesk, Inc.","52202745070","Technology","Software - Application","1.485","242.23","0","1176746","NASDAQ Global Select","NASDAQ","US","false","false","true",
"MNST","Monster Beverage Corporation","52190673000","Consumer Defensive","Beverages - Non-Alcoholic","0.757","50.1","0","6258487","NASDAQ Global Select","NASDAQ","US","false","false","true",
"VTAPX","Vanguard Short-Term Inflation-Protected Securities Index Fd Admiral Cl","52148922373","Financial Services","Asset Management - Leveraged","0.31","24.23","0.501","0","NASDAQ","NASDAQ","null","false","true","true",
"PSA","Public Storage","51824817000","Real Estate","REIT - Industrial","0.637","294.92","12","544695","New York Stock Exchange","NYSE","US","false","false","true",
"AZO","AutoZone, Inc.","51777454316","Consumer Cyclical","Specialty Retail","0.712","3030.97","0","185572","New York Stock Exchange","NYSE","US","false","false","true",
"L.TO","Loblaw Companies Limited","51487682400","Consumer Defensive","Grocery Stores","0.146","168.3","2.05","307130","Toronto Stock Exchange","TSX","CA","false","false","true",
"VDIGX","Vanguard Dividend Growth Fund Investor Shares","51340194465","Financial Services","Asset Management","0.73","38.81","0.385","0","NASDAQ","NASDAQ","US","false","true","true",
"VLO","Valero Energy Corporation","51338372000","Energy","Oil & Gas Refining & Marketing","1.411","157","4.28","4180412","New York Stock Exchange","NYSE","US","false","false","true",
"PCAR","PACCAR Inc","51156552000","Industrials","Agricultural - Machinery","0.916","97.6","1.2","5214224","NASDAQ Global Select","NASDAQ","US","false","false","true",
"PTTRX","PIMCO Total Return Fund Institutional Class","51036402309","Financial Services","Asset Management","1.02","8.57","0.29600000000000004","0","NASDAQ","NASDAQ","US","false","true","true",
"WMB","The Williams Companies, Inc.","50968125000","Energy","Oil & Gas Midstream","1.08","41.82","1.9","7766413","New York Stock Exchange","NYSE","US","false","false","true",
"CVE.TO","Cenovus Energy Inc.","50803427500","Energy","Oil & Gas Integrated","2.731","27.31","0.74","2475280","Toronto Stock Exchange","TSX","CA","false","false","true",
"HEIA.AS","Heineken N.V.","50707525196","Consumer Defensive","Beverages - Alcoholic","0.614","89.68","2.08","557578","Amsterdam","EURONEXT","NL","false","false","true",
"AEP","American Electric Power Company, Inc.","50519372384","Utilities","Regulated Electric","0.524","95.84","3.52","3296891","NASDAQ Global Select","NASDAQ","US","false","false","true",
"FSPSX","Fidelity Concord Street Trust - Fidelity International Index Fund","50504024025","Financial Services","Asset Management","1.06","49.99","1.5","0","NASDAQ","NASDAQ","US","false","true","true",
"NSC","Norfolk Southern Corporation","50356230600","Industrials","Railroads","1.319","222.9","5.4","1846555","New York Stock Exchange","NYSE","US","false","false","true",
"AEM.TO","Agnico Eagle Mines Limited","50322476950","Basic Materials","Gold","1.052","101.01","2.17","661763","Toronto Stock Exchange","TSX","CA","false","false","true",
"URI","United Rentals, Inc.","50226097974","Industrials","Rental & Leasing Services","1.706","754.26","6.52","1130314","New York Stock Exchange","NYSE","US","false","false","true",
"EDF.PA","Electricité de France S.A.","50023560192","Utilities","Diversified Utilities","0.855705","12","0.57","239213","Paris","EURONEXT","FR","false","false","false",
"O","Realty Income Corporation","49947596640","Real Estate","REIT - Retail","0.971","57.36","3.16","3818602","New York Stock Exchange","NYSE","US","false","false","true",
"AIG","American International Group, Inc.","49941017000","Financial Services","Insurance - Diversified","1.089","75.25","1.6","5246492","New York Stock Exchange","NYSE","US","false","false","true",
"VWIAX","Vanguard Wellesley Income Fund","49771925476","Financial Services","Asset Management - Income","0.76","61.59","1.631","0","NASDAQ Capital Market","NASDAQ","US","false","true","true",
"HMC","Honda Motor Co., Ltd.","49619856347","Consumer Cyclical","Auto - Manufacturers","0.56","30.87","1.34","747814","New York Stock Exchange","NYSE","JP","false","false","true",
"GM","General Motors Company","49598589600","Consumer Cyclical","Auto - Manufacturers","1.441","44.13","0.48","27220380","New York Stock Exchange","NYSE","US","false","false","true",
"SU","Suncor Energy Inc.","49443336800","Energy","Oil & Gas Integrated","1.509","38.48","1.6","1944568","New York Stock Exchange","NYSE","CA","false","false","true",
"SRE","Sempra","49406287220","Utilities","Diversified Utilities","0.747","78.07","2.48","4540816","New York Stock Exchange","NYSE","US","false","false","true",
"VTWIX","Vanguard Total World Stock Index I","49331904386","","","1.01","229.18","3.385401","0","Nasdaq","NASDAQ","null","false","true","true",
"VTWAX","Vanguard Total World Stock Index Fund Admiral Shares","49134181444","Financial Services","Asset Management","1.01","39.76","0.771","0","NASDAQ","NASDAQ","null","false","true","true",
"SPG","Simon Property Group, Inc.","48665504160","Real Estate","REIT - Retail","1.772","149.31","8","1117845","New York Stock Exchange","NYSE","US","false","false","true",
"CPRT","Copart, Inc.","48528688140","Consumer Cyclical","Auto - Dealerships","1.275","50.43","0","4658797","NASDAQ Global Select","NASDAQ","US","false","false","true",
"BK","The Bank of New York Mellon Corporation","48465954960","Financial Services","Asset Management","1.082","64.81","1.88","4124485","New York Stock Exchange","NYSE","US","false","false","true",
"VICSX","Vanguard IT Corporate Bond Index Fund Admiral Shs","47792529986","Financial Services","Asset Management - Bonds","1.19","21.77","0.8175000000000001","0","NASDAQ","NASDAQ","null","false","true","true",
"VFFVX","Vanguard Target Retirement 2055 Fund","47778863938","Financial Services","Asset Management","1.25","54.09","1.083","0","NASDAQ","NASDAQ","US","false","true","true",
"LYG","Lloyds Banking Group plc","47697355015","Financial Services","Banks - Regional","1.249","3.06","0.14","13286335","New York Stock Exchange","NYSE","GB","false","false","true",
"TRV","The Travelers Companies, Inc.","47690003130","Financial Services","Insurance - Property & Casualty","0.625","209.23","4.2","1239670","New York Stock Exchange","NYSE","US","false","false","true",
"RFETX","American Funds 2030 Target Date Retirement Fund","47661257829","Financial Services","Asset Management","0.96","17.27","0.373","0","NASDAQ","NASDAQ","null","false","true","true",
"FAETX","American Funds 2030 Target Date Retirement Fd Cl F-1","47660819761","Financial Services","Asset Management","0.96","17","0.314","0","NASDAQ","NASDAQ","null","false","true","true",
"DLR","Digital Realty Trust, Inc.","47589751990","Real Estate","REIT - Office","0.602","147.37","4.88","1983343","New York Stock Exchange","NYSE","US","false","false","true",
"KMB","Kimberly-Clark Corporation","47512940280","Consumer Defensive","Household & Personal Products","0.388","141.07","4.88","2688399","New York Stock Exchange","NYSE","US","false","false","true",
"OKE","ONEOK, Inc.","47508865800","Energy","Oil & Gas Midstream","1.619","81.4","3.96","2443271","New York Stock Exchange","NYSE","US","false","false","true",
"VGHAX","Vanguard Health Care Fund Admiral Shares","47478376620","Financial Services","Asset Management","0.65","94.79","0.8","0","NASDAQ","NASDAQ","US","false","true","true",
"VGHCX","Vanguard Health Care Fund","47475788296","Financial Services","Asset Management","0.65","224.78","1.792","0","NASDAQ","NASDAQ","US","false","true","true",
"VIRSX","Vanguard Institutional Target Retirement 2040 Fund Institutional Shares","47412973550","Financial Services","Asset Management","1.32","30.89","0","0","NASDAQ","NASDAQ","US","false","true","false",
"E","Eni S.p.A.","47364089286","Energy","Oil & Gas Integrated","1.02","30.29","2.1","222752","New York Stock Exchange","NYSE","IT","false","false","true",
"CM","Canadian Imperial Bank of Commerce","47360101510","Financial Services","Banks - Diversified","1.105","50.53","2.63","824849","New York Stock Exchange","NYSE","CA","false","false","true",
"TEL","TE Connectivity Ltd.","47324629660","Technology","Hardware, Equipment & Parts","1.325","154.54","2.6","2706411","New York Stock Exchange","NYSE","CH","false","false","true",
"ROST","Ross Stores, Inc.","47070768250","Consumer Cyclical","Apparel - Retail","1.086","141.11","1.47","1740346","NASDAQ Global Select","NASDAQ","US","false","false","true",
"MFEGX","MFS Growth Fund Class A","47025799024","Financial Services","Asset Management","1.11","187.03","0","0","NASDAQ","NASDAQ","null","false","true","true",
"GWW","W.W. Grainger, Inc.","46818995520","Industrials","Industrial - Distribution","1.172","954.15","8.2","217347","New York Stock Exchange","NYSE","US","false","false","true",
"KMI","Kinder Morgan, Inc.","46764022200","Energy","Oil & Gas Midstream","0.919","21.07","1.15","17311308","New York Stock Exchange","NYSE","US","false","false","true",
"LEN","Lennar Corporation","46658272098","Consumer Cyclical","Residential Construction","1.595","171.28","2","1825016","New York Stock Exchange","NYSE","US","false","false","true",
"FBALX","Fidelity Balanced Fund","46586832188","Financial Services","Asset Management","1.08","29.16","0.369","0","NASDAQ","NASDAQ","US","false","true","true",
"GSIYX","Goldman Sachs GQG Partners International Opportunities Fund Class R6 Shares","46586787979","Financial Services","Asset Management","0.89","22.72","0","0","NASDAQ","NASDAQ","null","false","true","true",
"GSINX","Goldman Sachs GQG Partners International Opportunities Fund","46585895298","Financial Services","Asset Management","0.9","22.63","0.448","0","NASDAQ","NASDAQ","null","false","true","true",
"MFEIX","MFS Growth Fund","46571983390","Financial Services","Asset Management","1.11","204.22","0","0","NASDAQ","NASDAQ","null","false","true","true",
"MFEKX","MFS Growth R6","46571345123","","","1.11","205.98","0","0","Nasdaq","NASDAQ","null","false","true","true",
"MFEJX","MFS Growth R4","46571090743","","","1.11","197.67","0","0","Nasdaq","NASDAQ","null","false","true","true",
"HUM","Humana Inc.","46561586400","Healthcare","Medical - Healthcare Plans","0.515","386.4","3.54","1113551","New York Stock Exchange","NYSE","US","false","false","true",
"BBV.BR","Banco Bilbao Vizcaya Argentaria, S.A.","46530667622","Financial Services","Banks - Diversified","1.570779","7.8","0.43","274","Brussels","EURONEXT","ES","false","false","false",
"MFC","Manulife Financial Corporation","46347533200","Financial Services","Insurance - Life","1.08","25.81","1.17","1300595","New York Stock Exchange","NYSE","CA","false","false","true",
"TEAM","Atlassian Corporation","46313709356","Technology","Software - Application","0.746","178.22","0","2336517","NASDAQ Global Select","NASDAQ","AU","false","false","true",
"BAGSX","Baird Aggregate Bond Fd Investor Class","46295914989","Financial Services","Asset Management - Bonds","1.02","10.12","0.22999999999999998","0","NASDAQ","NASDAQ","null","false","true","true",
"BAGIX","Baird Aggregate Bond Fund Institutional Class","46292255230","Financial Services","Asset Management - Bonds","1.01","9.73","0.246","0","NASDAQ","NASDAQ","null","false","true","true",
"HES","Hess Corporation","46170133650","Energy","Oil & Gas Exploration & Production","1.174","149.85","1.75","1223477","New York Stock Exchange","NYSE","US","false","false","true",
"LHX","L3Harris Technologies, Inc.","46143453600","Industrials","Aerospace & Defense","0.722","243.27","4.64","1593070","New York Stock Exchange","NYSE","US","false","false","true",
"MRNA","Moderna, Inc.","46142096000","Healthcare","Biotechnology","1.662","120.4","0","2613165","NASDAQ Global Select","NASDAQ","US","false","false","true",
"CCI","Crown Castle Inc.","45905550000","Real Estate","REIT - Specialty","0.838","105.53","6.26","2458409","New York Stock Exchange","NYSE","US","false","false","true",
"RFFTX","American Funds 2035 Trgt Date Retire R6","45894920014","Financial Services","Asset Management","1.08","19","0.357","0","Nasdaq","NASDAQ","null","false","true","true",
"FAQTX","American Funds 2035 Target Date Retirement Fd Cl F-1","45894198187","Financial Services","Asset Management","1.08","18.72","0.298","0","NASDAQ","NASDAQ","null","false","true","true",
"AAFTX","American Funds 2035 Target Date Retirement Fund","45870266091","Financial Services","Asset Management","1.07","18.86","0.302","0","NASDAQ","NASDAQ","null","false","true","true",
"WOBDX","JPMorgan Core Bond Fund","45814420308","Financial Services","Asset Management - Bonds","0.92","10.21","0.28700000000000003","0","NASDAQ","NASDAQ","US","false","true","true",
"JCBUX","JPMorgan Core Bond Fund","45814244508","null","null","0.92","10.23","0.3680000000000001","0","Nasdaq","NASDAQ","null","false","true","true",
"VALE","Vale S.A.","45799569531","Basic Materials","Industrial Materials","0.928","10.7","1.75","26961751","New York Stock Exchange","NYSE","BR","false","false","true",
"MWTRX","Metropolitan West Total Return Bond Fund","45792249080","Financial Services","Asset Management - Bonds","1.14","9.01","0.3404170000000001","0","NASDAQ","NASDAQ","US","false","true","true",
